start_ts,end_ts,total_pkts,total_bytes,unique_src,unique_dst,tcp_syn_count,udp_count,avg_pkt_len,mqtt_msg_count,mqtt_bytes,avg_mqtt_payload_len,unique_mqtt_endpoints
1773067619.427036,1773067622.427036,16,2118,2,2,0,0,132.375,8,966,120.75,1
1773067622.427036,1773067625.427036,18,2383,2,2,0,0,132.38888888888889,9,1087,120.77777777777777,1
1773067625.427036,1773067628.427036,18,2380,2,2,0,0,132.22222222222223,9,1084,120.44444444444444,1
1773067628.427036,1773067631.427036,24,3169,2,2,0,0,132.04166666666666,12,1441,120.08333333333333,1
1773067631.427036,1773067634.427036,16,2119,2,2,0,0,132.4375,8,967,120.875,1
1773067634.427036,1773067637.427036,20,2649,2,2,0,0,132.45,10,1209,120.9,1
1773067637.427036,1773067640.427036,14,1855,2,2,0,0,132.5,7,847,121.0,1
1773067640.427036,1773067643.427036,28,3530,2,2,0,0,126.07142857142857,13,1562,120.15384615384616,1
1773067643.427036,1773067646.427036,14,1855,2,2,0,0,132.5,7,847,121.0,1
1773067646.427036,1773067649.427036,20,2647,2,2,0,0,132.35,10,1207,120.7,1
1773067649.427036,1773067652.427036,16,2118,2,2,0,0,132.375,8,966,120.75,1
1773067652.427036,1773067655.427036,24,3168,2,2,0,0,132.0,12,1440,120.0,1
1773067655.427036,1773067658.427036,18,2376,2,2,0,0,132.0,9,1080,120.0,1
1773067658.427036,1773067661.427036,18,2385,2,2,0,0,132.5,9,1089,121.0,1
1773067661.427036,1773067664.427036,16,2119,2,2,0,0,132.4375,8,967,120.875,1
1773067664.427036,1773067667.427036,28,3528,2,2,0,0,126.0,13,1560,120.0,1
1773067667.427036,1773067670.427036,14,1853,2,2,0,0,132.35714285714286,7,845,120.71428571428571,1
1773067670.427036,1773067673.427036,20,2649,2,2,0,0,132.45,10,1209,120.9,1
1773067673.427036,1773067676.427036,14,1854,2,2,0,0,132.42857142857142,7,846,120.85714285714286,1
1773067676.427036,1773067679.427036,26,3432,2,2,0,0,132.0,13,1560,120.0,1
1773067679.427036,1773067682.427036,16,2117,2,2,0,0,132.3125,8,965,120.625,1
1773067682.427036,1773067685.427036,18,2383,2,2,0,0,132.38888888888889,9,1087,120.77777777777777,1
1773067685.427036,1773067688.427036,18,2380,2,2,0,0,132.22222222222223,9,1084,120.44444444444444,1
1773067688.427036,1773067691.427036,16,2109,2,2,0,0,131.8125,8,957,119.625,1
1773067691.427036,1773067694.427036,0,0,0,0,0,0,0,0,0,0,0
1773067694.427036,1773067697.427036,0,0,0,0,0,0,0,0,0,0,0
1773067697.427036,1773067700.427036,0,0,0,0,0,0,0,0,0,0,0
1773067700.427036,1773067703.427036,0,0,0,0,0,0,0,0,0,0,0
1773067703.427036,1773067706.427036,0,0,0,0,0,0,0,0,0,0,0
1773067706.427036,1773067709.427036,0,0,0,0,0,0,0,0,0,0,0
1773067709.427036,1773067712.427036,0,0,0,0,0,0,0,0,0,0,0
1773067712.427036,1773067715.427036,0,0,0,0,0,0,0,0,0,0,0
1773067715.427036,1773067718.427036,0,0,0,0,0,0,0,0,0,0,0
1773067718.427036,1773067721.427036,6,794,2,2,0,0,132.33333333333334,3,362,120.66666666666667,1
